User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1
U04617,Ahmed Martinez,P8017,Male,26-35,28,Single,Riyadh,West,Sales,Electronics,1,13907,,
U04618,David Patel,P2270,Female,26-35,30,Married,Mumbai,South,Engineer,Electronics,1,44098,,
U04619,Sophia Ahmed,P8865,Male,46-55,20,Single,Mumbai,North,Developer,Beauty,8,13415,,
U04620,Aisha Brown,P4787,Male,36-45,44,Single,Riyadh,North,Sales,Beauty,1,4983,,
U04621,Aisha Garcia,P1562,Female,55+,35,Married,Texas,West,Sales,Beauty,6,28080,,
U04622,Ahmed Johnson,P1125,Male,36-45,38,Married,Mumbai,East,Student,Sports,9,2241,,
U04623,Aisha Khan,P5077,Male,36-45,54,Married,Riyadh,Central,Engineer,Furniture,1,5288,,
U04624,Emily Garcia,P4457,Female,46-55,34,Single,Texas,Central,Teacher,Electronics,4,39610,,
U04625,Daniel Garcia,P9116,Male,26-35,36,Married,Dammam,North,Manager,Furniture,10,26628,,
U04626,Ali Johnson,P9169,Female,46-55,32,Single,Medina,North,Teacher,Beauty,8,47097,,
U04627,John Martinez,P3777,Male,36-45,51,Married,Mumbai,East,Teacher,Sports,4,5914,,
U04628,Olivia Brown,P4067,Female,26-35,37,Single,Mumbai,Central,Sales,Clothing,10,10841,,
U04629,Mohammed Lee,P4811,Male,26-35,60,Married,Delhi,East,Student,Clothing,10,31281,,
U04630,Mohammed Wilson,P4238,Male,18-25,43,Single,Delhi,Central,Accountant,Groceries,1,26100,,
U04631,Michael Khan,P3707,Female,36-45,59,Single,Texas,West,Student,Groceries,6,36667,,
U04632,John Patel,P7502,Male,46-55,31,Married,Dammam,West,Analyst,Beauty,4,9347,,
U04633,Sophia Ahmed,P6207,Male,55+,43,Married,Texas,West,Analyst,Sports,3,11281,,
U04634,Emily Lee,P9232,Female,18-25,56,Single,Jeddah,Central,Developer,Furniture,7,12482,,
U04635,Ali Patel,P8989,Female,26-35,21,Single,Texas,South,Sales,Electronics,9,37981,,
U04636,Olivia Ahmed,P3294,Male,46-55,39,Single,New York,South,Analyst,Clothing,1,10677,,
U04637,Ali Johnson,P2876,Male,18-25,28,Married,New York,West,Accountant,Electronics,6,33939,,
U04638,Olivia Smith,P6371,Female,36-45,18,Married,Dammam,East,Analyst,Sports,4,17002,,
U04639,John Khan,P8539,Male,36-45,55,Married,Mumbai,South,Teacher,Sports,6,37256,,
U04640,Mohammed Wilson,P6217,Male,55+,48,Married,Jeddah,North,Developer,Beauty,2,17183,,
U04641,Sophia Khan,P2780,Female,18-25,38,Married,Riyadh,South,Student,Groceries,10,47337,,
U04642,Sophia Garcia,P1991,Male,18-25,33,Married,Mumbai,East,Teacher,Beauty,7,44524,,
U04643,David Martinez,P6218,Male,55+,34,Single,New York,South,Analyst,Electronics,7,26591,,
U04644,Michael Garcia,P6396,Male,55+,59,Single,Dammam,Central,Sales,Electronics,5,30390,,
U04645,Aisha Ahmed,P9713,Female,55+,40,Married,Texas,Central,Accountant,Electronics,8,3418,,
U04646,Sophia Brown,P6091,Female,46-55,40,Married,Makkah,West,Analyst,Electronics,2,22442,,
U04647,Ali Wilson,P1476,Male,55+,21,Married,Jeddah,North,Engineer,Electronics,6,47261,,
U04648,Daniel Patel,P4524,Male,26-35,48,Married,Medina,South,Sales,Clothing,6,28111,,
U04649,Daniel Garcia,P3570,Male,26-35,52,Married,Delhi,North,Manager,Clothing,5,7816,,
U04650,Sophia Khan,P6784,Female,26-35,46,Married,Riyadh,Central,Sales,Furniture,7,23994,,
U04651,Ali Lee,P3258,Male,55+,33,Single,Riyadh,North,Sales,Groceries,2,19184,,
U04652,Emily Patel,P5048,Female,46-55,53,Single,New York,East,Accountant,Beauty,8,45677,,
U04653,Michael Ahmed,P7280,Male,55+,41,Married,Mumbai,East,Developer,Clothing,5,17385,,
U04654,Aisha Johnson,P4803,Female,26-35,57,Single,Makkah,North,Engineer,Clothing,4,49631,,
U04655,Ali Wilson,P6039,Male,26-35,54,Single,Delhi,West,Accountant,Beauty,7,40365,,
U04656,Aisha Johnson,P4832,Male,26-35,38,Married,Texas,South,Sales,Sports,6,18353,,
U04657,Ali Wilson,P4166,Female,55+,21,Single,Jeddah,North,Manager,Groceries,9,34369,,
U04658,Ali Brown,P7785,Male,55+,47,Single,Riyadh,South,Accountant,Furniture,8,23480,,
U04659,Ali Smith,P7077,Female,18-25,48,Single,New York,East,Developer,Electronics,7,18655,,
U04660,Olivia Lee,P4593,Male,55+,47,Married,Jeddah,West,Analyst,Electronics,2,5666,,
U04661,Michael Khan,P2878,Male,26-35,22,Married,Makkah,East,Developer,Clothing,10,17255,,
U04662,David Smith,P8358,Female,26-35,42,Married,Dammam,West,Sales,Sports,4,6222,,
U04663,Ahmed Smith,P8066,Male,36-45,31,Single,Riyadh,West,Teacher,Clothing,3,34456,,
U04664,Olivia Patel,P5652,Male,46-55,49,Married,Riyadh,South,Student,Beauty,7,18101,,
U04665,Mohammed Patel,P9443,Male,36-45,23,Single,Texas,Central,Student,Furniture,5,44294,,
U04666,Daniel Garcia,P1121,Female,26-35,59,Single,Mumbai,North,Analyst,Electronics,5,40876,,
U04667,Daniel Khan,P1881,Female,18-25,31,Married,Dammam,North,Accountant,Groceries,8,47402,,
U04668,David Smith,P8638,Male,46-55,52,Single,Jeddah,West,Accountant,Groceries,3,6873,,
U04669,Sophia Martinez,P9209,Female,46-55,60,Married,California,West,Engineer,Furniture,2,41821,,
U04670,Emily Lee,P9664,Female,26-35,36,Single,Mumbai,East,Sales,Groceries,3,19609,,
U04671,Ahmed Brown,P3042,Male,46-55,46,Single,Delhi,South,Teacher,Groceries,1,34454,,
U04672,John Patel,P1768,Female,55+,29,Single,Makkah,North,Teacher,Electronics,7,36348,,
U04673,Emily Khan,P6515,Male,26-35,34,Married,Jeddah,North,Sales,Sports,9,5951,,
U04674,Daniel Martinez,P8987,Male,18-25,36,Married,Mumbai,West,Engineer,Sports,3,21963,,
U04675,Emily Patel,P8207,Female,55+,28,Single,Texas,East,Accountant,Clothing,5,6648,,
U04676,Olivia Ahmed,P4691,Male,26-35,31,Single,Delhi,North,Sales,Clothing,6,20057,,
U04677,Sara Johnson,P2211,Male,55+,46,Married,Medina,East,Student,Clothing,6,31534,,
U04678,Aisha Khan,P8229,Male,36-45,21,Married,Riyadh,East,Student,Clothing,5,12978,,
U04679,Michael Wilson,P6836,Female,46-55,55,Married,Dammam,East,Engineer,Sports,1,14308,,
U04680,Sophia Patel,P9037,Female,18-25,19,Single,Medina,North,Manager,Furniture,1,2452,,
U04681,John Wilson,P6297,Male,36-45,40,Married,Jeddah,East,Engineer,Groceries,8,38797,,
U04682,Mohammed Martinez,P5072,Male,55+,51,Single,Makkah,West,Accountant,Groceries,2,42104,,
U04683,Aisha Patel,P9332,Female,46-55,45,Single,Makkah,East,Student,Electronics,4,32247,,
U04684,Ali Smith,P9508,Male,55+,32,Married,Texas,West,Analyst,Furniture,1,14596,,
U04685,Sophia Brown,P5692,Female,18-25,35,Married,New York,Central,Accountant,Furniture,2,9662,,
U04686,Ali Khan,P4383,Female,18-25,24,Married,Texas,East,Teacher,Groceries,6,41440,,
U04687,Ali Khan,P2132,Female,46-55,44,Married,Jeddah,North,Student,Furniture,6,8474,,
U04688,David Johnson,P1714,Female,55+,30,Single,California,East,Sales,Groceries,5,43022,,
U04689,Olivia Martinez,P5255,Female,18-25,40,Married,Jeddah,East,Developer,Electronics,8,5707,,
U04690,Sara Lee,P4624,Female,36-45,59,Married,Texas,North,Sales,Furniture,4,48068,,
U04691,Ali Patel,P5574,Male,55+,36,Married,California,West,Manager,Clothing,1,15054,,
U04692,John Khan,P8393,Male,55+,22,Single,Delhi,East,Sales,Beauty,6,4985,,
U04693,Michael Patel,P9689,Female,18-25,57,Single,Dammam,West,Accountant,Clothing,9,41212,,
U04694,Ahmed Brown,P6494,Female,18-25,21,Single,Makkah,North,Engineer,Electronics,3,49779,,
U04695,David Smith,P4710,Male,46-55,21,Single,Jeddah,Central,Teacher,Furniture,9,13164,,
U04696,Sophia Garcia,P6847,Female,55+,55,Single,Texas,South,Manager,Sports,3,26664,,
U04697,Michael Smith,P6725,Female,26-35,36,Married,Medina,West,Engineer,Electronics,8,38009,,
U04698,Ali Smith,P5765,Female,36-45,33,Single,Medina,East,Teacher,Electronics,10,20544,,
U04699,Sophia Johnson,P9455,Female,26-35,60,Married,Mumbai,Central,Teacher,Clothing,7,30738,,
U04700,Sara Garcia,P6565,Male,46-55,38,Single,Jeddah,West,Analyst,Groceries,7,34413,,
U04701,Ahmed Wilson,P4877,Male,46-55,57,Married,California,East,Accountant,Groceries,7,36563,,
U04702,Olivia Garcia,P8025,Female,18-25,57,Married,Medina,North,Developer,Clothing,10,49876,,
U04703,Ali Smith,P2392,Female,55+,20,Married,Dammam,West,Teacher,Clothing,2,5292,,
U04704,Michael Patel,P7771,Male,26-35,58,Single,Makkah,South,Accountant,Beauty,2,2594,,
U04705,Sara Martinez,P2455,Male,26-35,45,Married,Jeddah,Central,Teacher,Sports,10,5765,,
U04706,David Brown,P6700,Male,55+,34,Married,Makkah,Central,Manager,Groceries,5,28241,,
U04707,Olivia Garcia,P2839,Female,46-55,36,Married,Jeddah,West,Analyst,Electronics,6,12921,,
U04708,Aisha Wilson,P9980,Female,18-25,22,Married,New York,West,Teacher,Sports,5,17812,,
U04709,Sara Smith,P5691,Male,26-35,19,Single,California,West,Accountant,Clothing,6,19462,,
U04710,Aisha Khan,P4773,Male,46-55,22,Married,Delhi,North,Developer,Beauty,5,48239,,
U04711,John Martinez,P4635,Female,46-55,51,Single,Jeddah,South,Sales,Beauty,10,34452,,
U04712,Mohammed Khan,P3865,Male,55+,29,Single,Delhi,North,Manager,Clothing,5,16372,,
U04713,Sophia Smith,P2181,Male,36-45,41,Single,New York,North,Teacher,Furniture,9,46728,,
U04714,Ahmed Brown,P7619,Male,36-45,34,Single,Texas,South,Engineer,Clothing,3,38354,,
U04715,Michael Lee,P8805,Female,55+,36,Single,California,Central,Analyst,Groceries,8,32688,,
U04716,Aisha Lee,P9995,Female,55+,22,Single,Delhi,West,Engineer,Groceries,5,41894,,
U04717,Sophia Smith,P6402,Female,26-35,55,Single,Medina,East,Teacher,Sports,8,25159,,
U04718,Ahmed Johnson,P7110,Female,36-45,45,Married,Jeddah,Central,Analyst,Sports,6,648,,
U04719,Ali Patel,P8687,Male,46-55,44,Single,Medina,Central,Accountant,Clothing,1,23019,,
U04720,Emily Garcia,P6210,Male,18-25,57,Single,Medina,North,Analyst,Electronics,3,30569,,
U04721,Sophia Khan,P2058,Male,46-55,37,Married,Mumbai,South,Engineer,Clothing,1,1483,,
U04722,Aisha Ahmed,P3346,Female,55+,45,Single,New York,Central,Sales,Clothing,2,40806,,
U04723,Emily Ahmed,P8836,Female,36-45,44,Single,Texas,North,Teacher,Furniture,7,29748,,
U04724,Ali Ahmed,P5101,Male,26-35,45,Married,California,North,Analyst,Furniture,8,41749,,
U04725,John Smith,P3391,Female,26-35,26,Single,Delhi,Central,Accountant,Sports,8,1072,,
U04726,Mohammed Lee,P4716,Female,46-55,45,Married,New York,East,Manager,Furniture,3,46018,,
U04727,David Lee,P5810,Female,18-25,23,Married,Makkah,South,Engineer,Furniture,9,20978,,
U04728,Ahmed Johnson,P6909,Male,18-25,48,Married,New York,West,Manager,Electronics,2,18919,,
U04729,Daniel Ahmed,P9489,Male,46-55,23,Single,Mumbai,Central,Teacher,Furniture,4,25940,,
U04730,Sophia Khan,P6427,Female,36-45,19,Married,Riyadh,North,Sales,Furniture,1,5773,,
U04731,Olivia Lee,P5736,Female,55+,54,Single,Medina,West,Analyst,Clothing,6,2037,,
U04732,Sara Johnson,P6340,Female,36-45,47,Married,Dammam,West,Teacher,Groceries,8,7353,,
U04733,John Khan,P1720,Female,46-55,41,Single,Mumbai,East,Analyst,Clothing,7,27160,,
U04734,Aisha Garcia,P8578,Female,36-45,50,Married,Makkah,South,Sales,Sports,9,49808,,
U04735,Olivia Martinez,P9315,Male,36-45,32,Single,Delhi,West,Accountant,Groceries,2,21673,,
U04736,Aisha Brown,P6238,Female,55+,30,Single,California,Central,Manager,Beauty,8,13518,,
U04737,Sophia Wilson,P1709,Male,55+,47,Single,New York,Central,Sales,Groceries,2,3319,,
U04738,Emily Khan,P9778,Male,26-35,50,Single,Jeddah,Central,Student,Electronics,9,41501,,
U04739,Olivia Johnson,P5144,Female,55+,59,Married,Texas,West,Sales,Groceries,7,47848,,
U04740,Olivia Johnson,P6759,Female,46-55,18,Married,Makkah,East,Engineer,Beauty,5,14145,,
U04741,Olivia Martinez,P3385,Female,18-25,30,Single,Texas,West,Student,Furniture,9,45994,,
U04742,Ali Martinez,P4892,Male,55+,24,Single,Medina,West,Analyst,Clothing,9,33685,,
U04743,Michael Patel,P3887,Male,46-55,32,Single,Mumbai,Central,Developer,Clothing,2,41865,,
U04744,Mohammed Smith,P6783,Female,18-25,47,Single,Dammam,Central,Developer,Clothing,8,25672,,
U04745,Sara Wilson,P2363,Male,55+,41,Married,Riyadh,South,Engineer,Clothing,8,33821,,
U04746,Mohammed Johnson,P2655,Female,18-25,48,Married,Dammam,West,Manager,Beauty,8,23950,,
U04747,John Wilson,P8258,Female,46-55,50,Married,Riyadh,South,Teacher,Electronics,7,31336,,
U04748,Sophia Smith,P8301,Female,18-25,36,Single,Makkah,North,Engineer,Groceries,3,15400,,
U04749,John Lee,P6778,Male,18-25,57,Married,Delhi,South,Engineer,Sports,1,38698,,
U04750,Ali Martinez,P4981,Male,46-55,50,Single,Delhi,North,Engineer,Sports,1,34395,,
U04751,Sophia Garcia,P9904,Female,18-25,19,Single,New York,North,Analyst,Clothing,1,43808,,
U04752,Ahmed Smith,P8835,Female,18-25,29,Married,Jeddah,South,Developer,Groceries,10,22012,,
U04753,Sara Khan,P7551,Female,55+,55,Single,Texas,East,Sales,Groceries,6,29370,,
U04754,Daniel Martinez,P6050,Male,18-25,24,Single,Delhi,Central,Sales,Electronics,8,36183,,
U04755,Mohammed Lee,P5621,Female,26-35,51,Married,Texas,Central,Teacher,Beauty,3,13332,,
U04756,Aisha Johnson,P5489,Male,26-35,40,Single,Texas,East,Analyst,Sports,9,32710,,
U04757,David Ahmed,P4096,Female,46-55,56,Married,Dammam,Central,Sales,Clothing,3,18509,,
U04758,Olivia Johnson,P7233,Male,55+,47,Single,Medina,Central,Analyst,Sports,5,21348,,
U04759,Sophia Ahmed,P7752,Female,46-55,58,Single,Delhi,Central,Teacher,Furniture,7,35044,,
U04760,Emily Brown,P8472,Female,36-45,38,Single,Makkah,East,Accountant,Clothing,7,47764,,
U04761,Ali Garcia,P2666,Male,18-25,40,Married,Riyadh,South,Manager,Furniture,6,37414,,
U04762,Ahmed Martinez,P5338,Female,26-35,51,Single,Jeddah,West,Teacher,Beauty,5,44915,,
U04763,Aisha Smith,P7624,Female,55+,54,Married,Delhi,Central,Teacher,Groceries,6,32979,,
U04764,Michael Wilson,P7163,Male,18-25,56,Single,Jeddah,West,Accountant,Clothing,5,20149,,
U04765,Aisha Brown,P5235,Male,36-45,51,Married,Delhi,South,Sales,Clothing,1,37131,,
U04766,Sophia Ahmed,P2059,Female,55+,20,Single,Texas,West,Developer,Groceries,7,5475,,
U04767,Sophia Lee,P2357,Male,26-35,29,Single,Jeddah,North,Manager,Furniture,2,29348,,
U04768,Michael Smith,P2837,Female,26-35,50,Married,Delhi,East,Accountant,Clothing,5,748,,
U04769,Daniel Smith,P1816,Male,36-45,28,Married,Makkah,Central,Teacher,Electronics,6,13099,,
U04770,Sara Ahmed,P7481,Male,46-55,46,Single,Makkah,South,Developer,Furniture,1,22992,,
U04771,Michael Garcia,P6888,Female,18-25,23,Single,Riyadh,West,Accountant,Sports,5,30829,,
U04772,Mohammed Martinez,P1122,Female,36-45,55,Single,Texas,West,Accountant,Clothing,6,29756,,
U04773,Mohammed Garcia,P3118,Male,55+,19,Single,Riyadh,North,Accountant,Groceries,1,7530,,
U04774,Aisha Martinez,P8461,Male,18-25,24,Single,Texas,North,Engineer,Sports,9,27317,,
U04775,Michael Patel,P7435,Female,18-25,38,Single,Dammam,South,Developer,Clothing,6,26899,,
U04776,David Ahmed,P8251,Male,36-45,32,Single,California,West,Student,Furniture,5,14507,,
U04777,Sophia Garcia,P9389,Female,55+,45,Single,Makkah,South,Teacher,Furniture,7,37904,,
U04778,Sara Ahmed,P9213,Male,26-35,19,Single,Jeddah,East,Sales,Groceries,6,27274,,
U04779,Ahmed Martinez,P5630,Male,18-25,49,Married,Makkah,North,Manager,Electronics,8,43412,,
U04780,Olivia Patel,P9243,Male,36-45,42,Married,Texas,East,Manager,Sports,7,15159,,
U04781,Sophia Khan,P4875,Female,36-45,49,Married,Makkah,North,Student,Furniture,2,43757,,
U04782,Sophia Patel,P2922,Male,46-55,22,Single,Makkah,West,Manager,Electronics,3,23402,,
U04783,Emily Wilson,P2486,Female,55+,26,Married,Jeddah,East,Teacher,Furniture,7,21088,,
U04784,Aisha Martinez,P6548,Male,46-55,22,Married,California,South,Teacher,Beauty,9,41667,,
U04785,Sophia Khan,P9834,Female,26-35,48,Single,California,Central,Developer,Groceries,5,27889,,
U04786,Sara Johnson,P1917,Male,55+,49,Single,Texas,Central,Analyst,Clothing,2,43053,,
U04787,Sara Ahmed,P6625,Male,55+,47,Single,Texas,West,Student,Beauty,4,30553,,
U04788,David Garcia,P5853,Female,18-25,51,Married,Medina,South,Analyst,Clothing,10,25246,,
U04789,Aisha Smith,P7646,Female,46-55,32,Married,Medina,North,Sales,Groceries,3,45084,,
U04790,Michael Garcia,P9582,Female,18-25,56,Married,California,North,Developer,Sports,4,41277,,
U04791,Sophia Wilson,P2872,Male,18-25,53,Married,Mumbai,East,Accountant,Clothing,7,29021,,
U04792,David Wilson,P7969,Female,26-35,53,Married,Delhi,North,Teacher,Groceries,8,37632,,
U04793,John Garcia,P3276,Female,18-25,28,Single,Delhi,West,Sales,Groceries,2,47097,,
U04794,John Martinez,P8233,Female,36-45,21,Single,Delhi,North,Student,Electronics,3,4934,,
U04795,Sara Lee,P9184,Female,46-55,43,Single,Texas,Central,Engineer,Clothing,4,25041,,
U04796,Ahmed Lee,P9979,Male,55+,38,Single,Delhi,Central,Student,Clothing,10,19554,,
U04797,Ahmed Brown,P9655,Female,26-35,54,Single,Riyadh,East,Manager,Beauty,2,45927,,
U04798,Ali Brown,P6074,Male,26-35,36,Single,Mumbai,North,Developer,Sports,5,30450,,
U04799,Emily Khan,P3008,Male,18-25,49,Married,Makkah,West,Sales,Beauty,7,19443,,
U04800,Olivia Smith,P2230,Male,36-45,52,Married,Riyadh,East,Teacher,Clothing,5,43416,,
U04801,Ahmed Brown,P6825,Male,55+,55,Single,Dammam,Central,Teacher,Sports,6,33912,,
U04802,Emily Brown,P1414,Male,36-45,42,Single,Jeddah,Central,Developer,Sports,2,39695,,
U04803,Olivia Brown,P3006,Female,36-45,20,Married,New York,South,Developer,Beauty,10,3512,,
U04804,Emily Khan,P6247,Male,36-45,22,Married,Riyadh,South,Sales,Furniture,4,1840,,
U04805,Michael Brown,P9454,Male,46-55,58,Single,Makkah,West,Engineer,Sports,9,46149,,
U04806,David Lee,P4991,Female,46-55,26,Married,Texas,North,Sales,Electronics,8,39006,,
U04807,Sara Johnson,P1784,Male,36-45,19,Married,Riyadh,East,Teacher,Beauty,6,1993,,
U04808,Emily Smith,P2705,Female,36-45,45,Married,New York,East,Manager,Electronics,6,9813,,
U04809,Ahmed Smith,P2314,Female,46-55,26,Married,Texas,West,Analyst,Sports,10,11340,,
U04810,Sara Brown,P5855,Female,46-55,27,Single,Jeddah,Central,Manager,Groceries,3,16385,,
U04811,Sophia Martinez,P3011,Female,18-25,47,Single,Riyadh,East,Analyst,Clothing,6,22635,,
U04812,Sara Ahmed,P6287,Male,26-35,27,Married,Riyadh,Central,Manager,Beauty,7,27703,,
U04813,Sara Patel,P5271,Female,26-35,26,Married,New York,West,Analyst,Beauty,7,34943,,
U04814,Sara Patel,P7636,Female,18-25,33,Married,New York,South,Manager,Groceries,4,7138,,
U04815,Emily Ahmed,P3524,Male,18-25,41,Married,Mumbai,South,Student,Sports,10,16477,,
U04816,Ali Lee,P6182,Female,26-35,57,Married,Delhi,East,Sales,Electronics,10,23208,,
U04817,Olivia Smith,P4361,Male,26-35,33,Single,Mumbai,West,Student,Sports,9,25789,,
U04818,Ali Wilson,P9431,Male,55+,34,Single,Texas,East,Engineer,Clothing,5,13870,,
U04819,Daniel Ahmed,P3670,Male,55+,37,Married,Makkah,Central,Teacher,Beauty,10,34198,,
U04820,Ali Lee,P5633,Male,55+,33,Married,Medina,Central,Accountant,Groceries,9,19565,,
U04821,Daniel Lee,P8925,Male,26-35,50,Married,New York,Central,Sales,Furniture,3,20949,,
U04822,Aisha Lee,P6329,Male,26-35,21,Single,Delhi,West,Developer,Electronics,1,11334,,
U04823,David Lee,P3929,Male,46-55,31,Single,New York,West,Developer,Groceries,5,38175,,
U04824,Sophia Ahmed,P2770,Female,36-45,27,Single,California,North,Analyst,Furniture,2,36585,,
U04825,Ali Wilson,P4073,Female,26-35,22,Single,Mumbai,North,Manager,Furniture,3,20127,,
U04826,John Martinez,P4265,Female,26-35,39,Married,Dammam,North,Student,Beauty,2,36103,,
U04827,David Garcia,P8267,Male,18-25,26,Single,Mumbai,North,Teacher,Furniture,7,1381,,
U04828,Ahmed Johnson,P4960,Female,55+,29,Single,Makkah,South,Engineer,Furniture,5,3627,,
U04829,Ali Khan,P7575,Male,26-35,42,Single,Medina,West,Sales,Beauty,8,2873,,
U04830,Olivia Ahmed,P3307,Male,18-25,22,Single,Mumbai,Central,Sales,Groceries,3,38427,,
U04831,Daniel Patel,P2459,Female,36-45,21,Single,Makkah,Central,Accountant,Clothing,4,20252,,
U04832,Michael Martinez,P6283,Male,18-25,47,Single,Texas,South,Teacher,Sports,2,27969,,
U04833,Mohammed Garcia,P9039,Female,18-25,60,Single,Medina,North,Engineer,Furniture,1,14403,,
U04834,John Garcia,P3327,Male,46-55,50,Married,Makkah,East,Engineer,Furniture,8,12781,,
U04835,Sophia Lee,P1938,Female,18-25,40,Married,Texas,East,Developer,Furniture,6,36064,,
U04836,Sara Johnson,P7749,Male,55+,33,Married,California,South,Student,Clothing,5,1466,,
U04837,Ahmed Martinez,P7030,Male,36-45,44,Single,Dammam,West,Teacher,Groceries,8,41853,,
U04838,David Khan,P5007,Male,36-45,57,Married,New York,South,Manager,Groceries,4,4096,,
U04839,Ali Martinez,P8366,Male,18-25,22,Single,Delhi,South,Engineer,Groceries,10,5115,,
U04840,Aisha Patel,P6719,Male,46-55,20,Married,California,West,Accountant,Clothing,4,46681,,
U04841,Michael Johnson,P2002,Male,26-35,43,Married,Jeddah,East,Teacher,Beauty,9,20832,,
U04842,Mohammed Johnson,P3706,Male,55+,33,Married,Delhi,Central,Sales,Sports,7,17777,,
U04843,Daniel Brown,P9996,Male,26-35,53,Married,New York,North,Sales,Furniture,1,4692,,
U04844,John Patel,P2819,Female,18-25,27,Married,Texas,North,Accountant,Electronics,7,34905,,
U04845,Ahmed Johnson,P2460,Female,26-35,53,Married,Medina,South,Engineer,Beauty,2,33867,,
U04846,John Brown,P1644,Male,36-45,45,Married,California,Central,Engineer,Furniture,7,27585,,
U04847,Daniel Ahmed,P5302,Female,26-35,48,Single,Medina,Central,Teacher,Groceries,3,9941,,
U04848,Michael Smith,P5007,Male,26-35,27,Married,Makkah,West,Manager,Clothing,8,16977,,
U04849,Sophia Garcia,P6660,Female,46-55,34,Married,Makkah,West,Accountant,Groceries,6,28810,,
U04850,David Johnson,P9214,Male,26-35,60,Single,Delhi,West,Developer,Electronics,3,29041,,
U04851,Michael Khan,P8523,Female,46-55,31,Married,California,South,Accountant,Furniture,2,24156,,
U04852,Ahmed Patel,P3864,Female,18-25,43,Single,California,West,Manager,Electronics,8,45791,,
U04853,Daniel Patel,P5896,Female,36-45,38,Married,Texas,South,Teacher,Clothing,9,25063,,
U04854,Emily Patel,P1471,Female,36-45,30,Married,Riyadh,South,Developer,Furniture,4,48953,,
U04855,Ali Brown,P1781,Male,18-25,20,Married,Riyadh,South,Developer,Groceries,9,31942,,
U04856,Ali Wilson,P9242,Female,36-45,41,Married,California,South,Analyst,Furniture,7,25757,,
U04857,Sophia Smith,P5520,Female,36-45,58,Single,Jeddah,East,Manager,Electronics,8,19550,,
U04858,Mohammed Garcia,P1091,Male,36-45,60,Married,Riyadh,Central,Accountant,Beauty,1,27741,,
U04859,Emily Wilson,P1760,Male,26-35,20,Single,California,East,Sales,Groceries,4,28874,,
U04860,Michael Garcia,P3710,Male,26-35,41,Single,Texas,West,Manager,Clothing,10,35592,,
U04861,Michael Brown,P2297,Female,26-35,35,Married,Jeddah,North,Accountant,Beauty,4,3781,,
U04862,Mohammed Wilson,P2197,Male,26-35,36,Single,Dammam,North,Student,Beauty,4,38706,,
U04863,David Martinez,P4128,Male,36-45,27,Single,Dammam,Central,Analyst,Sports,7,24747,,
U04864,Emily Brown,P2068,Male,46-55,47,Single,New York,Central,Teacher,Furniture,4,41051,,
U04865,David Garcia,P7072,Female,26-35,50,Married,Mumbai,West,Teacher,Furniture,3,2116,,
U04866,Sara Brown,P7151,Male,18-25,56,Single,Mumbai,South,Analyst,Electronics,10,25326,,
U04867,Michael Smith,P6131,Male,46-55,50,Married,Texas,West,Analyst,Furniture,4,13019,,
U04868,Daniel Johnson,P4536,Male,55+,20,Married,California,South,Sales,Clothing,4,8493,,
U04869,Sophia Ahmed,P2919,Male,36-45,22,Married,Mumbai,Central,Sales,Groceries,7,10834,,
U04870,Mohammed Garcia,P2908,Female,46-55,42,Single,Texas,Central,Student,Groceries,3,30108,,
U04871,Daniel Garcia,P6965,Female,18-25,31,Single,Riyadh,North,Analyst,Furniture,2,29081,,
U04872,Emily Wilson,P5794,Female,55+,32,Single,Riyadh,South,Student,Groceries,8,16708,,
U04873,Michael Ahmed,P9086,Male,55+,56,Single,New York,East,Sales,Sports,10,6014,,
U04874,Mohammed Wilson,P9953,Male,55+,47,Single,Medina,Central,Analyst,Beauty,8,25641,,
U04875,Ali Lee,P7904,Female,18-25,25,Single,Texas,North,Analyst,Sports,8,1053,,
U04876,Emily Wilson,P6194,Female,18-25,56,Single,Dammam,North,Analyst,Electronics,6,8811,,
U04877,David Johnson,P6474,Female,46-55,51,Single,New York,South,Manager,Clothing,7,11522,,
U04878,Sophia Brown,P7659,Female,36-45,33,Married,Mumbai,Central,Accountant,Clothing,3,29908,,
U04879,Sara Johnson,P7098,Female,46-55,23,Married,Jeddah,South,Engineer,Beauty,5,38689,,
U04880,Michael Garcia,P2889,Male,26-35,37,Single,Mumbai,North,Teacher,Beauty,6,11665,,
U04881,Michael Ahmed,P7439,Male,36-45,50,Married,Mumbai,North,Analyst,Sports,4,29950,,
U04882,Ali Martinez,P8291,Male,36-45,18,Single,Makkah,Central,Manager,Sports,2,3216,,
U04883,Emily Garcia,P4830,Male,46-55,53,Married,California,East,Teacher,Furniture,2,47810,,
U04884,Ahmed Wilson,P9587,Female,36-45,56,Single,California,Central,Sales,Clothing,6,46886,,
U04885,John Khan,P1336,Male,18-25,41,Single,Texas,Central,Analyst,Electronics,8,48317,,
U04886,Michael Brown,P4046,Male,55+,52,Married,Jeddah,South,Engineer,Sports,8,11961,,
U04887,Sara Johnson,P2180,Female,36-45,46,Single,Dammam,West,Engineer,Electronics,10,22173,,
U04888,Mohammed Brown,P5986,Male,55+,52,Single,Dammam,South,Analyst,Groceries,2,16077,,
U04889,Sara Brown,P5427,Female,46-55,54,Married,California,North,Analyst,Beauty,2,27945,,
